source_index,tweet_id,topic,original_text,cleaned_text
941,2080854368044405144,5,"As New Delhi metro station is closed, people coming from other states and wanting to go to other places using metro, can't go anywhere. So they have no option but to walk to Jantar Mantar and join the protest. 😀
#JantarMantar 
#CJP 
#DelhiMetro","As New Delhi metro station is closed, people coming from other states and wanting to go to other places using metro, can't go anywhere. So they have no option but to walk to Jantar Mantar and join the protest. 😀 JantarMantar CJP DelhiMetro"
942,2080854127068827760,5,"@OfficialDMRC As New Delhi metro station is closed, people coming from other states and wanting to go to other places using metro, can't go anywhere. So they have no option but to walk to Jantar Mantar and join the protest. 😀
#JantarMantar 
#CJP 
#DelhiMetro","As New Delhi metro station is closed, people coming from other states and wanting to go to other places using metro, can't go anywhere. So they have no option but to walk to Jantar Mantar and join the protest. 😀 JantarMantar CJP DelhiMetro"
943,2080853903285850114,29,"#BreakingNews | Delhi NEET Protest Probe BIG Update: 2,500+ protesters have criminal backgrounds and serious cases registered against them 

As per Delhi Police the miscreants used knives during stir

@SimranBabbar_05  shares more details 

#CJP #SonamWangchuk #SauravDas https://t.co/bXMfbVqU74","BreakingNews | Delhi NEET Protest Probe BIG Update: 2,500+ protesters have criminal backgrounds and serious cases registered against them As per Delhi Police the miscreants used knives during stir shares more details CJP SonamWangchuk SauravDas"
944,2080853190778720613,-1,"Of Cockroach protests, booming GDP and lack of job opportunities

Jayanta Roy Chowdhury

New Delhi, July 24 (UNI) It’s well past noon, and thousands of young men and women, are sitting under the hazy Delhi sun, joining a protest which has been ongoing for quite some time with https://t.co/RsWLPUEibm","Of Cockroach protests, booming GDP and lack of job opportunities Jayanta Roy Chowdhury New Delhi, July 24 (UNI) It’s well past noon, and thousands of young men and women, are sitting under the hazy Delhi sun, joining a protest which has been ongoing for quite some time with"
945,2080852839262527988,5,"@OfficialDMRC has extended the closure of 18 stations for the fourth consecutive day as security remains tight during the CJP protest, causing major travel disruptions across central Delhi
#CJPProtest #MetroUpdate #TrafficAlert #JantarMantar #BreakingNews 
https://t.co/cTIkAkmIAi","has extended the closure of 18 stations for the fourth consecutive day as security remains tight during the CJP protest, causing major travel disruptions across central Delhi CJPProtest MetroUpdate TrafficAlert JantarMantar BreakingNews"
946,2080852214290292784,3,"He joined CJP protest to speak against NEET paper leak 

but when he saw people abusing Modi ji, he confronted them.

He told them this protest is against NEET paper leak not against Modi ji

They called him Andhbhakt, lynched him.

Now he is in serious condition!. https://t.co/1JxEu6RGRo","He joined CJP protest to speak against NEET paper leak but when he saw people abusing Modi ji, he confronted them. He told them this protest is against NEET paper leak not against Modi ji They called him Andhbhakt, lynched him. Now he is in serious condition!."
947,2080851830989582373,-1,"Delhi Police curbs food delivery, transport around Jantar Mantar; CJP says govt is “laying siege”

The @dtptraffic has advised citizens to avoid “unnecessary travel” to the Jantar Mantar area and asked app-based mobility, ride-hailing, food delivery, logistics and e-commerce https://t.co/RmpfgzluSo","Delhi Police curbs food delivery, transport around Jantar Mantar; CJP says govt is “laying siege” The has advised citizens to avoid “unnecessary travel” to the Jantar Mantar area and asked app-based mobility, ride-hailing, food delivery, logistics and e-commerce"
948,2080851771677966709,15,"Gorlllss 

#GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar https://t.co/u6DwQMBSs2",Gorlllss GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar
949,2080851017483293170,17,"CRPF headquarters seeks report on pellet gun use in CJP protest

@LamaPrawesh ✍🏻 

https://t.co/qYkbBToGY9",CRPF headquarters seeks report on pellet gun use in CJP protest ✍🏻
950,2080850721076109557,-1,"An elderly man arrived at the CJP protest in a wheelchair. 
Abhijeet Dipke stepped down from the stage to personally receive him because he thought the man would be a PM Modi hater. As soon as he arrived, the CJP protesters started raising anti-Modi slogans in front of him, https://t.co/b8q1Aw3SJe","An elderly man arrived at the CJP protest in a wheelchair. Abhijeet Dipke stepped down from the stage to personally receive him because he thought the man would be a PM Modi hater. As soon as he arrived, the CJP protesters started raising anti-Modi slogans in front of him,"
951,2080849475539706195,4,"Is this the protest for NEET or DMK propaganda against the government which is been allowed in your office @CpiTamilnadu ???

The Delhi protest is a real movement for CJP for NEET regularisation. Here it’s DMK fake paid  hooliganism taking control…

Shame on @CpiTamilnadu still https://t.co/Sn25RJUeT8",Is this the protest for NEET or DMK propaganda against the government which is been allowed in your office ??? The Delhi protest is a real movement for CJP for NEET regularisation. Here it’s DMK fake paid hooliganism taking control… Shame on still
952,2080848766429716510,13,"July 21, Safdarjung Hospital, when Sonam Wangchuk was trying to leave the premises to go to Medanta Hospital. Safdarjung Hospital administration and police tried to stop him, even though Delhi High Court allowed him to be shifted to Medanta, Gurugram. 
https://t.co/GmC7bVDFyL https://t.co/iTC5NT1WNj","July 21, Safdarjung Hospital, when Sonam Wangchuk was trying to leave the premises to go to Medanta Hospital. Safdarjung Hospital administration and police tried to stop him, even though Delhi High Court allowed him to be shifted to Medanta, Gurugram."
953,2080848512082661711,1,"🚨 POLITICAL BUZZ 🚨

Strong buzz suggests the Modi Govt may take an UNEXPECTED step to end the CJP protest 🤯

Some speculate the apparent 360° shift could be linked to intelligence inputs. https://t.co/pFHLmekSnn",🚨 POLITICAL BUZZ 🚨 Strong buzz suggests the Modi Govt may take an UNEXPECTED step to end the CJP protest 🤯 Some speculate the apparent 360° shift could be linked to intelligence inputs.
954,2080848024645837135,-1,"@republic Can you put these videos on a dedicated web-page?  Else Global Tech will gradually scrub them away.

This is evidence.

Farmers protest - security forces hurt: no real penalty on rioters.

Delhi Riots - same

CJP riots - must ensure there's accountability

@PMOIndia @HMOIndia",Can you put these videos on a dedicated web-page? Else Global Tech will gradually scrub them away. This is evidence. Farmers protest - security forces hurt: no real penalty on rioters. Delhi Riots - same CJP riots - must ensure there's accountability
955,2080847261245001779,15,"Chinese Funding 😭😭

#GenZWithBharat #GenZWithBharat #NEET #Modi #Delhi #Dharmendrapradhan #SonamWangchuk #CJP #CJPMovement #AbhijeetDipke #CockroachJantaParty #Protest #India #ModiGovernment #BJP #genz #jantarmantar https://t.co/y65028xIev",Chinese Funding 😭😭 GenZWithBharat GenZWithBharat NEET Modi Delhi Dharmendrapradhan SonamWangchuk CJP CJPMovement AbhijeetDipke CockroachJantaParty Protest India ModiGovernment BJP genz jantarmantar
956,2080847147176792156,-1,"Jantar Mantar welcoming Delhi police.
The slogans are for  Delhi police by protestors. 🫡
The country which was silent for many years GenZ gave them the voice 🙏
#cjp #jantarmantar #police https://t.co/rxXit4ystb",Jantar Mantar welcoming Delhi police. The slogans are for Delhi police by protestors. 🫡 The country which was silent for many years GenZ gave them the voice 🙏 cjp jantarmantar police
957,2080845188919165256,12,Delhi Police has reportedly identified abt 400 criminals using facial recognition technique who tried to create or created ruckus at the #CJP protest. Their Chittar 🥿 parade is sure once they’re picked up. Hail DP for using the advanced technology in detecting criminals.,Delhi Police has reportedly identified abt 400 criminals using facial recognition technique who tried to create or created ruckus at the CJP protest. Their Chittar 🥿 parade is sure once they’re picked up. Hail DP for using the advanced technology in detecting criminals.
958,2080842985588261026,2,"Punjab’s largest farmers’ union, BKU (Ekta Ugrahan), is heading to Jantar Mantar on July 27. 🔥💪🚜

Thousands of farmers are expected to join the ongoing protest at Jantar Mantar in Delhi.

#cjp #cjpprotest #delhi https://t.co/H6lvDrpP8T","Punjab’s largest farmers’ union, BKU (Ekta Ugrahan), is heading to Jantar Mantar on July 27. 🔥💪🚜 Thousands of farmers are expected to join the ongoing protest at Jantar Mantar in Delhi. cjp cjpprotest delhi"
959,2080842392341512615,6,AAP government beating women sanitation workers in Punjab while Kejriwal attends CJP protest in Delhi.,AAP government beating women sanitation workers in Punjab while Kejriwal attends CJP protest in Delhi.
960,2080841434098475067,8,"VIDEO | Delhi: Latest visuals from Jantar Mantar as Cockroach Janta Party (CJP)-led protest continues.

#JantarMantar #CJP 

(Full video available on PTI Videos - https://t.co/n147TvrpG7) https://t.co/u2LpyyXWd6",VIDEO | Delhi: Latest visuals from Jantar Mantar as Cockroach Janta Party (CJP)-led protest continues. JantarMantar CJP (Full video available on PTI Videos -
961,2080840642629140777,25,"@Wangchuk66 Wangchuk Ji, Did you understand what they (opposition , CJP, Anti National Elements) want to do with you in the name of Paper Leak issues. They want to kill u. U must thank Govt that timely they have taken u in the hospital. As u r raising ur voice for the students but in the","Wangchuk Ji, Did you understand what they (opposition , CJP, Anti National Elements) want to do with you in the name of Paper Leak issues. They want to kill u. U must thank Govt that timely they have taken u in the hospital. As u r raising ur voice for the students but in the"
962,2080840000682516551,-1,"Delhi NEET Protest #LIVE | NTA Sacks 47 Officials; Pradhan's Resignation 'Non-Negotiable' Say Protestors Ahead Of 2nd CJP-Govt Talks On Saturday

#NEETProtest #NTASacks47 #DharmendraPradhan #SonamWangchuk #JantarMantar #CJPProtest

https://t.co/czn7wAYrHk",Delhi NEET Protest LIVE | NTA Sacks 47 Officials; Pradhan's Resignation 'Non-Negotiable' Say Protestors Ahead Of 2nd CJP-Govt Talks On Saturday NEETProtest NTASacks47 DharmendraPradhan SonamWangchuk JantarMantar CJPProtest
